game_id,home_score,away_score,target_home_win,home_win_pct_L5,home_GF_L5,home_GA_L5,home_rest_days,away_win_pct_L5,away_GF_L5,away_GA_L5,away_rest_days
2025020298,3,2,1,0.6,2.6,1.6,1.0,0.2,3.0,3.6,1.0
2025020296,4,0,1,0.2,2.4,2.8,2.0,0.2,2.4,3.6,2.0
2025020297,2,6,0,0.6,3.4,3.2,1.0,0.2,3.2,4.4,2.0
2025020306,3,2,1,0.4,2.4,3.2,2.0,0.2,2.8,4.0,3.0
2025020301,1,3,0,0.8,3.8,3.0,2.0,0.6,3.8,3.6,2.0
2025020302,5,1,1,0.2,2.6,4.8,2.0,0.6,3.2,4.4,2.0
2025020305,4,3,1,0.4,3.0,3.2,2.0,0.2,2.4,4.2,2.0
2025020303,8,5,1,0.6,3.2,2.6,2.0,0.4,4.0,3.8,1.0
2025020304,2,1,1,0.2,2.8,3.6,2.0,0.8,3.0,2.2,2.0
2025020311,5,2,1,0.4,2.8,3.4,3.0,0.6,3.2,3.0,1.0
2025020312,5,2,1,0.8,4.0,1.8,3.0,0.2,1.4,2.6,3.0
2025020310,2,3,0,1.0,4.4,1.6,3.0,0.8,3.2,2.2,2.0
2025020308,4,2,1,0.4,2.8,3.6,2.0,0.6,3.0,2.2,3.0
2025020309,5,1,1,0.6,3.4,3.8,2.0,0.8,3.0,2.4,3.0
2025020313,3,2,1,0.2,2.8,3.0,2.0,0.6,3.2,2.8,2.0
2025020314,3,2,1,0.6,1.6,1.8,3.0,0.2,2.6,3.6,1.0
2025020307,3,2,1,0.0,3.0,4.4,3.0,0.4,3.0,3.2,3.0
2025020318,4,3,1,0.4,2.2,3.0,2.0,0.6,3.4,3.2,2.0
2025020316,2,6,0,0.4,3.6,4.4,2.0,0.2,1.8,2.8,1.0
2025020317,4,3,1,0.8,2.6,1.2,3.0,0.6,3.2,3.2,2.0
2025020315,7,4,1,0.4,2.6,2.8,2.0,0.6,3.2,3.6,2.0
